condicao,severidade,rotacao_manual,rotacao_calc,ax1_1h,ax2_1h,rad1_1h,rad2_1h,tg1_1h,tg2_1h,ax1_2h,ax2_2h,rad1_2h,rad2_2h,tg1_2h,tg2_2h,ax1_3h,ax2_3h,rad1_3h,rad2_3h,tg1_3h,tg2_3h,ax1_phase,ax2_phase,rad1_phase,rad2_phase,tg1_phase,tg2_phase,ax1_timestat_rms,ax2_timestat_rms,rad1_timestat_rms,rad2_timestat_rms,tg1_timestat_rms,tg2_timestat_rms,ax1_timestat_sra,ax2_timestat_sra,rad1_timestat_sra,rad2_timestat_sra,tg1_timestat_sra,tg2_timestat_sra,ax1_timestat_kurt,ax2_timestat_kurt,rad1_timestat_kurt,rad2_timestat_kurt,tg1_timestat_kurt,tg2_timestat_kurt,ax1_timestat_sqew,ax2_timestat_sqew,rad1_timestat_sqew,rad2_timestat_sqew,tg1_timestat_sqew,tg2_timestat_sqew,ax1_timestat_peak,ax2_timestat_peak,rad1_timestat_peak,rad2_timestat_peak,tg1_timestat_peak,tg2_timestat_peak,ax1_timestat_crest,ax2_timestat_crest,rad1_timestat_crest,rad2_timestat_crest,tg1_timestat_crest,tg2_timestat_crest,ax1_timestat_impulse,ax2_timestat_impulse,rad1_timestat_impulse,rad2_timestat_impulse,tg1_timestat_impulse,tg2_timestat_impulse,ax1_timestat_margin,ax2_timestat_margin,rad1_timestat_margin,rad2_timestat_margin,tg1_timestat_margin,tg2_timestat_margin,ax1_timestat_shape,ax2_timestat_shape,rad1_timestat_shape,rad2_timestat_shape,tg1_timestat_shape,tg2_timestat_shape,ax1_timestat_kurt_f,ax2_timestat_kurt_f,rad1_timestat_kurt_f,rad2_timestat_kurt_f,tg1_timestat_kurt_f,tg2_timestat_kurt_f,ax1_timestat_entropy,ax2_timestat_entropy,rad1_timestat_entropy,rad2_timestat_entropy,tg1_timestat_entropy,tg2_timestat_entropy,ax1_freqstat_fc,ax2_freqstat_fc,rad1_freqstat_fc,rad2_freqstat_fc,tg1_freqstat_fc,tg2_freqstat_fc,ax1_freqstat_rmsf,ax2_freqstat_rmsf,rad1_freqstat_rmsf,rad2_freqstat_rmsf,tg1_freqstat_rmsf,tg2_freqstat_rmsf,ax1_freqstat_rvf,ax2_freqstat_rvf,rad1_freqstat_rvf,rad2_freqstat_rvf,tg1_freqstat_rvf,tg2_freqstat_rvf
horizontal-misalignment,0.5,12.288,12.0,0.0787380348773452,0.2211999664078127,0.006654195045924,0.0192119963975815,0.0029201989407271,0.0568897830247905,0.0150301059767363,0.0518520113788967,0.0082769706730158,0.004850831246275,0.0011848450302273,0.0186818385559378,0.066581570286647,0.0910639214317447,0.0058795640632489,0.0096554509048522,0.0032936208044793,0.0267630159732008,1.3953588687338851,0.3842069714468493,1.194332365215068,0.8001942604650827,1.4122326143122124,0.0887158351038496,85.23499846891558,332.0684456823284,20.942716836858395,28.664999928409323,4.664077222343507,67.40120482812014,0.373434637291834,1.5294096113019449,0.0898091353374945,0.1206162488360737,0.0201091679678249,0.3112384267013868,-0.1090648426888423,-0.8486392009162218,0.3441107663215201,2.251147655015902,-0.0171938644749487,-0.559127460687884,-0.0365749839832411,0.0571527860275349,-0.0056361620136674,-1.5087802679093512,-0.1810836972417467,0.315372012974448,3.3862956400693016,10.583884907637358,1.0518463255786754,1.2089193523692794,0.2414060787016443,2.407745543453705,0.022500231449226,0.0180468062531134,0.0287852714724842,0.0310535627557964,0.0275668957275139,0.0213844407895959,4.397359733354368,3.4000021393490885,5.719601478148416,6.343861682739008,5.433812237692839,4.047574803850129,5.13559001123479,3.9183583375679327,6.712477380557234,7.380020376703455,6.393806579125382,4.630974038360741,195.4361999909838,188.39910462065924,198.69888959066316,204.2877248136325,197.11367908100945,189.27662610749064,-2.066393116860325e-09,-6.9793126172213e-11,1.788818088509722e-06,3.334234966113584e-06,-3.633377896293937e-05,-2.7091944871370484e-08,3.232874028395701,3.438964566755201,3.025395338370779,2.9191253155756187,3.0018104119717037,3.3336186970496278,558.3358297617783,220.8049134732952,779.7674744585727,325.99071056690406,942.6165613809015,424.47187146915934,786.2713145678059,427.539885448422,994.4419463257116,576.5552799959005,1146.7110873780705,720.4172437165095,553.6096831851952,366.1086503147671,617.1527123723658,475.5481547806029,653.0086799777181,582.0864500875812
horizontal-misalignment,0.5,13.5168,13.2,0.0807400181682864,0.2269492014775677,0.0102591234001488,0.0108280055734599,0.0021894390640262,0.0599216209148264,0.0062498293951709,0.0832943663103614,0.0137548029879272,0.003935310194078,0.0010404592516547,0.0279032853647824,0.0824237451515904,0.0663484360044573,0.0068603341481638,0.0031857353380049,0.0032022935321044,0.0231428902502028,1.4255659963625151,0.3104901965891636,1.5882482618859748,0.4358143271838576,1.5385759011606588,0.0729258662717765,61.69902603475369,142.27814306739867,14.917142073704378,6.601828227443929,4.113322674031296,43.70684219452614,0.2591204176948329,0.6416720228517507,0.0577027362757069,0.0290236059266619,0.0175169098065559,0.1977008790299105,0.016034845205624,-0.5857234337296475,1.446740363546453,-0.2889156414527312,0.0696758341559036,-0.606181458665147,0.2024375292059264,0.1041225157595194,-0.40340316406744,-0.1271100573270035,-0.0067006248902389,0.0662861064285016,2.8366691751896638,4.991984140275086,0.9576693180743489,0.269823339249252,0.2096171185219661,1.549687815857343,0.0231781152439048,0.0188230682758886,0.0381100089935582,0.0227027412262132,0.0263437500502489,0.0199722819695793,4.6439167462115,3.606363713960414,8.046937463661946,4.418604149069047,5.233738472885247,3.8196550321958735,5.518928799946607,4.173644955287444,9.852087704658768,5.164058464902372,6.186042264152476,4.41538439582213,200.3578244970849,191.59276591372583,211.1502378554181,194.62866202109564,198.6709736807494,191.2478022297979,1.1065003052487695e-09,-1.429354147411997e-09,2.921783916450516e-05,-0.0001520947325341,0.0002433946672153,-1.6611349984821242e-07,3.0705716576511044,3.373580817399409,2.761230895206173,3.231768200130792,3.020006343214081,3.359282939038784,698.0576549246223,299.6725050148393,871.4561748606203,542.7226138026748,1029.0334825715763,534.6602740127264,919.5601321229312,528.3394666007615,1071.6992162293266,791.3302860302502,1214.29642297655,825.3884376519464,598.5869585875389,435.1309937318971,623.7814884748096,575.8956381636435,644.6750302286085,628.8119467711766
horizontal-misalignment,0.5,14.5408,14.2,0.0925986794982833,0.2695594652900692,0.0100883918812164,0.0125669884764293,0.0015945691854261,0.0703743299508865,0.003847338052735,0.1001657934045517,0.0157141838886851,0.0046128929629825,0.000875414819728,0.0334757799105677,0.0809672137934222,0.0654108761154766,0.0072804827032082,0.0031998477670428,0.0033656538149424,0.0230219654837986,1.4010962557065572,0.3022841671009776,1.1993441023618026,0.4177538974378504,1.1515171322173283,0.0630439108944631,59.72892637015605,127.21550993951954,14.896012054204675,6.435480778279662,4.380619293259156,32.62617555545626,0.2551357588597692,0.5439093278662063,0.0589956476833058,0.0280748178601886,0.0187760063636042,0.1398098785739095,0.0458762165231467,-0.0950171244157442,1.1750943895043062,-0.1960137561782402,0.0237608513994587,-0.168929149657222,0.0804215566373934,0.2383956655686561,-0.3194325343380054,-0.1732712156581898,0.0093931461527063,0.236372882206881,2.644359634374593,5.093658354747339,0.9852594341892628,0.2744858149299518,0.2290524372293688,1.3054497658060735,0.0236949827841218,0.0219632037611985,0.0421596632973863,0.0243635632580568,0.0272639101930821,0.0218110820455743,4.707495110872805,4.349699508564801,8.780169470062711,4.763762482311203,5.399364427377559,4.311764639275498,5.547148264829517,5.136996229404146,10.64503700426,5.584764389868496,6.360927275408854,5.089856304375366,198.6705436235776,198.04485519772996,208.25995236558347,195.52815127466465,198.0407208334913,197.686874510217,3.6045309623475447e-09,-3.6277857483699183e-10,2.3866717490642564e-05,-0.0001142779815888,6.452380232038819e-05,-1.4908704989105392e-07,3.1246734326800234,3.2528016114707152,2.742114021391016,3.1881849339235746,2.995258441811202,3.252935033262129,731.160990258737,309.1131411490609,917.9400376906464,559.9867115394843,1064.322492831195,602.2801766056818,944.1265129126414,532.9465142793332,1113.74923164211,805.0470718378103,1248.20348809941,889.0804942143671,597.3093659975933,434.14404643096543,630.7324616569889,578.3732970788219,652.0962957701298,654.0051330534739
horizontal-misalignment,0.5,15.36,15.0,0.0739451786572506,0.2610360644267619,0.0086490393952705,0.0126246396959705,0.0009606630818981,0.0618987299816991,0.0006894568756417,0.0766790688614978,0.0110853108953659,0.0036123405254867,0.000631616082749,0.0230210425261447,0.0507145334561743,0.0391213401885527,0.0053064823977801,0.0020284993563222,0.0026313592143512,0.0130567976660056,1.378789161282742,0.4613064042424812,1.0134685234940637,0.5966260350009305,1.3601705575870566,0.2215324194322424,49.544411607082814,130.19650491396942,14.587282740896594,6.530146138306027,4.630367905177752,32.8278652616971,0.2045791390400892,0.5678314011062313,0.0582782437085262,0.0284781380182785,0.019746452091285,0.1434918934852634,0.2682017370908434,-0.1847270524144963,0.8895299847953639,-0.2654946338808104,0.0912253478985785,-0.2008236846168816,0.0183505226710891,0.2067739696004492,-0.2031322393339497,-0.0804466784660531,0.0098287471373157,0.2764989474518811,2.258324372025351,5.47512182352509,0.8554538023611014,0.2792797102341923,0.2541152388921645,1.4164396462549107,0.0258346259369465,0.0233793853722435,0.0346501478082351,0.0226159117338853,0.0304421370230256,0.0232927706766858,5.220854519977823,4.574261593459386,7.167134477195938,4.422534687879389,6.044260319845951,4.546194786733238,6.256558450391549,5.360595163587,8.6730737051816,5.185915194965005,7.138411173045715,5.3288859654248135,202.0874826181007,195.65362906802653,206.84282551581376,195.549697041536,198.5491463780689,195.176213677474,4.45125921851087e-08,-6.428848581592298e-10,1.964549557630413e-05,-0.0001460037954833,0.0001984511095944,-1.7291965567430258e-07,3.102956015297349,3.205390547523716,2.867957213908752,3.191136066859678,2.946597950055747,3.170742517359937,754.2306470737551,299.91860757062284,921.6071898517008,544.0932675572024,1060.363463366764,608.1957944128238,977.6773226095878,523.7067961138915,1116.3816627456913,790.4210211604712,1244.203292313466,895.6726621027863,622.084462239459,429.32229982703655,630.0382564007407,573.3479806289447,650.9002674454123,657.5160783561464
horizontal-misalignment,0.5,16.384,16.0,0.0732068982632432,0.2988253502512122,0.0074929545522349,0.0155769096299646,0.0004831224454763,0.0707821347897916,0.0033349074319425,0.0784853051502598,0.0098882388821848,0.0050768148593188,0.0007906800417256,0.022183873802708,0.055041958359311,0.0447428578617006,0.0064528404145413,0.0020079760931182,0.0026527394819098,0.0143789989937032,1.3955474315036729,0.4027010454379873,1.146666427052703,0.5044479664857985,-2.8999238369698137,0.2139926084669113,47.69535868450834,142.96240819993665,15.215320264955356,7.571014497167195,5.161958002066498,39.69581799427433,0.1949129844289394,0.6141109900565827,0.0620804234887529,0.0330201047297724,0.0220397764323188,0.1747302608736496,0.3131258636782905,-0.3291532613988237,0.6833689101343743,-0.1967217014004565,0.0064393832118971,-0.3178780987192704,0.1739216225297332,-0.0419077323245703,-0.1799748318542972,-0.2625500087048809,0.0167880449488885,-0.0200877040634403,2.1081539298313823,5.286093908039218,0.8697704192289579,0.2887902986847863,0.2676395800036655,1.6467654685285344,0.0229804431416589,0.0193080382738981,0.0321339553249299,0.0206720052504898,0.026638920627339,0.0212396730873878,4.681604512151532,3.8004058529798255,6.567680841489852,4.0460472074311244,5.281685724261459,4.1372046089107934,5.623332286361701,4.494828612330648,7.875726262356374,4.7397805887593005,6.239128147283095,4.825301541468615,203.7212460740032,196.83024236167256,204.38445174517804,195.72591813923103,198.2695094200234,194.78664251981695,6.050823214298245e-08,-7.879719205781832e-10,1.2750605938084012e-05,-5.9873681218146014e-05,9.069563876859331e-06,-1.2802110870636158e-07,3.1124167449302966,3.3324134901519127,2.899299710995506,3.2997093333884746,3.003999783351404,3.2195926090007987,739.9226437340498,322.60902155742434,957.3567676364572,550.7607683044748,1096.207228070282,660.5559713873458,973.8387134934648,562.6130514018093,1146.7449411305154,799.0071709513858,1273.9478646053035,951.5434162910516,633.1479457348189,460.9304338155773,631.2622113425641,578.8566621611965,649.0553711809814,684.9092507415603
horizontal-misalignment,0.5,17.408,17.0,0.0753717639208896,0.2079343530587029,0.0050700197081668,0.0117172094071182,0.0012793968973665,0.0473131015705605,0.0072412135712618,0.0738892074390791,0.0114214544682229,0.0039007752934006,0.0014061210794285,0.0203104819991827,0.0821024188101051,0.0394452699076936,0.0071801093906958,0.0021226270655371,0.0031664389527417,0.0133212226189405,1.4071539159786328,0.498846435200778,1.102666752404092,0.582498923220284,-2.077083663809088,0.2736123850191291,58.18086441547898,248.65828910887024,15.123296662429867,7.427257252426099,5.475168818611508,80.7029655874153,0.2404291728642306,1.1868127040801228,0.0615057325930442,0.0323716738674588,0.0231482164101328,0.3974517236587461,0.0662829519949603,-0.8990435872544995,0.7743426908096644,-0.2514635439929851,0.1369713982998077,-1.0960001113257325,0.2422125494518441,0.2607975147838707,-0.2294763927199593,-0.0024142009262511,0.0352979946489599,0.1870473387406433,2.4932165171811853,7.669846870999224,0.9500045673603716,0.3076475153695747,0.3208518416136406,2.368980858081532,0.0216831689901975,0.0180561123246642,0.0336864573546301,0.0210279254503451,0.030937516684034,0.0172955745897282,4.37732477925616,3.3413179231305805,6.89719263904552,4.115721696026514,6.172787710785719,3.141883620364258,5.247056753087905,3.783075444990768,8.28297244179119,4.824582517543181,7.317545493463981,3.5118835265836204,201.8766159704354,185.05190170790016,204.74674930747847,195.72647362409944,199.52434365785152,181.65823887864363,5.784704306607281e-09,-2.3516299516569565e-10,1.4802917455416598e-05,-8.263445476987675e-05,0.000152419253835,-2.5837626874210025e-08,3.13849844071165,3.432957793365012,2.80362627409528,3.225444375451948,2.8822459148067447,3.446218284054708,732.2243938138314,274.45669833423085,968.428050348728,548.4231395652362,1097.4338172921969,601.0516239019539,961.256507968872,506.8927172061688,1155.9222594987048,795.6060726841883,1276.2258323307333,913.094783700256,622.7852850031679,426.1616447970488,631.112811866747,576.3862271787622,651.4532920875831,687.371100225665
horizontal-misalignment,0.5,18.8416,18.4,0.0908650562665625,0.1829826255977074,0.0054703960457821,0.0104190047818101,0.0067696024922974,0.0335000112327252,0.0058067158066731,0.0644138658525525,0.0125858288212123,0.0031188308216508,0.0011964466275617,0.0195540484379919,0.075164517123259,0.0403861151731373,0.0099798553314694,0.0026011655594459,0.0040030227806587,0.0130178069833628,1.379096366987777,0.5855517049741321,1.7170484531997985,0.7298827247766604,-2.192501595566263,0.197156859540771,54.57069538018903,134.9338417566856,15.66113790860206,6.6469205999004535,6.056295406227994,32.468815911904855,0.2259533840108743,0.563475013241254,0.0629360470753891,0.0279130300796629,0.0258075498587103,0.1358817511020395,0.1968707356247381,0.2564583802882603,1.078279991564807,0.6098009856991022,0.0761561959699985,0.6047407792037931,0.0984549920837276,0.3098536685078064,-0.2970722172600186,-0.4605659754720527,0.0852349813207688,0.5512334629011437,2.4532906739377465,6.029078441194316,0.9839297853238712,0.3197526010519486,0.3111655388632873,1.6077386134308764,0.0227565876097969,0.0265658296918831,0.0369457917624684,0.0289634698776276,0.0289100249217474,0.0311250497665791,4.593107613561066,5.339735122790788,7.628932811348259,5.816575300992209,5.742500430949921,6.265313920714354,5.4960133294000455,6.361647589588596,9.193668284272926,6.897061480776529,6.784357759108304,7.437301204346688,201.8363953470637,201.000126279597,206.4898990498328,200.82453261185816,198.6335344398181,201.2949045126284,2.2199500994780583e-08,7.736300898632377e-10,1.7924138499427066e-05,0.0003123964989718,5.660789958806205e-05,5.441309783057984e-07,3.1110089224707584,3.141209513736633,2.7979597855776146,3.059534810429013,3.012856999355661,3.0261944287537954,784.3591534695462,328.8835387168282,957.150820110076,557.2788610054197,1065.802237271524,706.2193325073586,1001.4003630815524,558.1050130417353,1138.4858737124678,802.83020561784,1245.227166954353,984.8306902051646,622.5619692435464,450.9066683288374,616.4514516208474,577.9070947210158,643.9381090975888,686.4005701941409
horizontal-misalignment,0.5,19.6608,19.200000000000003,0.0716527420266038,0.1230175391070303,0.0060254028944477,0.0069761477756434,0.0106333615661024,0.013233515498549,0.0041763863781158,0.0520535156037937,0.0102383801232317,0.0030631869149732,0.000942248916723,0.0171522456469869,0.0693091111912842,0.0457282415741066,0.0108892740949843,0.002694154937464,0.0043903311987272,0.0166563454786529,1.3751542372134524,0.5958368665153558,2.239434325732091,0.6673856106210234,-2.5114327970202384,0.0836544233984418,49.56362455578633,135.65960861141224,15.73222079643834,6.275842183374076,6.621894018853254,38.67221995707088,0.2039134964395587,0.597587668849627,0.0633362151031158,0.0272914816689754,0.0282033835546847,0.1693856315023577,0.2936964716489423,-0.3247963294201379,1.0999882390635365,-0.0792646035488866,0.036250644701123,-0.3669854859000487,0.0551037903437419,-0.0167259092227917,-0.2803877186817779,-0.2288285297427127,0.0985605776752375,-0.0570073977483596,2.274345035270533,5.669475050000658,1.0058283074423269,0.2787633211788488,0.3622373678752008,1.4659313523254682,0.0246373072928033,0.0232217478111221,0.0377286008845209,0.0263075943883311,0.0308375159096914,0.0199193324646455,4.992605990424655,4.516498472641611,7.782992930746142,5.156033709595681,6.12475760792099,3.883808651839651,5.988393461185076,5.271616841415201,9.371489573376506,6.049591319663303,7.240363971320682,4.54775767955309,202.64414171117727,194.4943382116321,206.28893593399349,195.99031494429084,198.61384509237132,194.97684767965703,4.8668335691971854e-08,-9.58978506619729e-10,1.795675717921657e-05,-5.109650975699901e-05,1.8853276277220828e-05,-1.6407880167807972e-07,3.0891087828769512,3.212158570319941,2.7816551845566457,3.150378030602158,2.9498004578964085,3.3084181963865045,786.5832179304498,345.4305131949312,970.8815024105444,564.1278181984395,1058.0193946183017,702.9420999983614,1011.2716467741506,587.5172943180991,1154.081179435337,806.8643054574858,1244.5819625320858,987.0301717968678,635.5762620169832,475.24134045424375,623.9330709330148,576.8793740081711,655.422933739536,692.8931837500265
horizontal-misalignment,0.5,20.48,20.0,0.078698385537755,0.0974492216102332,0.0093361931521486,0.0058711470029812,0.0163658325799966,0.0042015242045778,0.0056751829996186,0.0460379994307612,0.0082259520066307,0.0026933332950642,0.000831874863675,0.0143386064569623,0.0638093283019813,0.0402826922028664,0.0098381415591575,0.0023622680034428,0.0042634432287451,0.0160904093705993,1.3674494352932312,0.4849732805039171,2.5455890077443137,0.4542296514724368,-2.777620683726373,-1.9543083355521695,50.190703506060736,131.61041172901977,16.042591520849225,5.861722820354128,7.641797457329291,37.59756377985046,0.2062411381588354,0.5761161750551422,0.0648402256265439,0.0256984887967136,0.0328573162529546,0.1582517514442938,0.228478462706803,-0.3566908489992166,0.9934639735113228,-0.2610767936693068,-0.0287735521037739,0.0982123853004388,0.1568198671129375,0.1403540510130136,-0.2528733378219142,-0.1423802994853801,0.0833714583107234,0.222222307552993,2.5457322552954627,5.170952386626974,1.0959851029168663,0.2527652380115762,0.3745316676218329,1.6711085825396466,0.0289796783194468,0.0208245830462516,0.0382041059468927,0.0234043713319949,0.0267587056804474,0.0242996039741115,5.878282565043067,4.06220322869092,7.856270912941803,4.563048542635307,5.284566848073037,4.858011992758242,7.052474861306243,4.757255684654257,9.45235554322847,5.338443774574816,6.223411780074334,5.773117212945139,202.84153951765688,195.06768609334077,205.63943896142328,194.96565312127785,197.4896286532448,199.92144719452588,3.60041146241689e-08,-1.188860715266876e-09,1.4998713878918869e-05,-0.0002211399244631,-8.437453417608102e-06,4.915044339253669e-08,2.9785321883929994,3.27143780940059,2.716881908808052,3.181318149764887,3.0599543332415253,3.150250413267478,790.6859289531574,327.75983622517754,974.2122058485842,569.6515655192734,1053.555363167883,690.2621137788879,1018.25929472613,554.5696688121972,1158.182287008988,811.6188260116833,1242.8926151971043,977.6087768588208,641.6133984352557,447.34886534349766,626.3360024116492,578.1195487423201,659.3960491629359,692.2839987121623
horizontal-misalignment,0.5,21.504,21.0,0.082209065661743,0.0683993437937861,0.0154178324842385,0.0031864142487742,0.0226474656277161,0.033097288782713,0.0125659061627155,0.0390435011154098,0.0104776389034412,0.0020637340498022,0.0011551109745424,0.0149798133643108,0.083968364592741,0.0703184520132569,0.0117303977342102,0.0032584876724155,0.0051966714383423,0.0254980160673326,1.3145464815751136,1.1589032801059316,2.4636210301622485,0.9605365485866684,2.8553612967445456,2.4351203879807484,59.661211741506456,88.27458905928152,16.964929278263448,5.160788627556208,9.038453790681295,28.137050082860704,0.2488007813544523,0.3730845047500031,0.0692960382000284,0.023122347630713,0.0396093190657467,0.1207169438630955,0.0128840711671087,0.2413062887231221,0.7545253184949678,-0.4412256085689874,-0.2641930902775309,0.0325728572221937,0.2313826226912263,0.0792356233806604,-0.2081222266023473,-0.1738025492480767,0.0272557009827273,0.1933886772496109,2.5520916126057216,4.490959840134289,1.0328721771513178,0.2240032139106599,0.4170807454301291,1.285632989896209,0.0218684812806967,0.0255318568958674,0.0307303078999697,0.0248779096998708,0.0236143732753957,0.0264046973629204,4.395335410588561,5.102487827626979,6.279656491488624,4.786309537639561,4.60915621558072,5.226958560552788,5.24395496288287,6.041028632141449,7.523337751537342,5.552621018720697,5.388565789057964,6.154482281839812,200.9895133627008,199.8478938855741,204.34733397171087,192.3919491380903,195.18435496160637,197.95563223886413,1.0169154271184102e-09,3.973981328957566e-09,9.108893055016471e-06,-0.0006220086486463,-3.958629773801265e-05,5.196866986227115e-08,3.1437583785824925,3.0198334446701,2.8350340788530355,3.1637491573177243,3.1181620177839053,3.125210844080029,747.9875159933846,352.8288480653263,957.5716995020432,600.1588913854308,1031.7270617431864,718.2616685440124,974.576353155516,574.8411848695238,1140.1040257501418,836.4281354922856,1227.2522217174412,997.2197966054798,624.7509456158919,453.8217621435677,618.7839928799456,582.5987735432609,664.595580618143,691.7712759592188
